domain,year,url
americanstandard-us.com,2016,https://web.archive.org/web/20161231172104/https://www.americanstandard-us.com/
americanstandard-us.com,2017,https://web.archive.org/web/20171216150347/https://www.americanstandard-us.com/
americanstandard-us.com,2018,https://web.archive.org/web/20181216074452/https://www.americanstandard-us.com/
americanstandard-us.com,2019,https://web.archive.org/web/20191225191208/https://www.americanstandard-us.com/
americanstandard-us.com,2020,https://web.archive.org/web/20201229170732/https://www.americanstandard-us.com/
americanstandard-us.com,2021,https://web.archive.org/web/20211230220246/https://www.americanstandard-us.com/
americanstandard-us.com,2022,https://web.archive.org/web/20221231065543/https://www.americanstandard-us.com/
americanstandard-us.com,2023,https://web.archive.org/web/20231226131137/https://www.americanstandard-us.com/
americanstandard-us.com,2024,https://web.archive.org/web/20241231130325/https://www.americanstandard-us.com/
americanstandard-us.com,2025,https://web.archive.org/web/20250503083315/https://www.americanstandard-us.com/
anntaylor.com,2011,https://web.archive.org/web/20111230200120/http://www.anntaylor.com:80/
anntaylor.com,2012,https://web.archive.org/web/20121226151445/http://www.anntaylor.com/
anntaylor.com,2013,https://web.archive.org/web/20131230143118/http://www.anntaylor.com/
anntaylor.com,2014,https://web.archive.org/web/20141231201653/http://www.anntaylor.com:80/
anntaylor.com,2015,https://web.archive.org/web/20151231115803/http://www.anntaylor.com/
anntaylor.com,2016,https://web.archive.org/web/20161230173348/http://www.anntaylor.com/
anntaylor.com,2017,https://web.archive.org/web/20171231205927/https://www.anntaylor.com/
anntaylor.com,2018,https://web.archive.org/web/20181123173804/https://www.anntaylor.com
anntaylor.com,2019,https://web.archive.org/web/20191228082040/https://www.anntaylor.com/
anntaylor.com,2020,https://web.archive.org/web/20201215051206/https://www.anntaylor.com/
anntaylor.com,2021,https://web.archive.org/web/20211228211328/https://www.anntaylor.com/
anntaylor.com,2022,https://web.archive.org/web/20221013012131/https://www.anntaylor.com/
anntaylor.com,2023,https://web.archive.org/web/20231230175644/https://www.anntaylor.com/
anntaylor.com,2024,https://web.archive.org/web/20241218052715/https://www.anntaylor.com/
anntaylor.com,2025,https://web.archive.org/web/20250502063405/https://www.anntaylor.com/
babyage.com,2009,https://web.archive.org/web/20091227105532/http://www.babyage.com:80/
babyage.com,2010,https://web.archive.org/web/20101231164548/http://www.babyage.com/
babyage.com,2011,https://web.archive.org/web/20111229220404/http://www.babyage.com:80/
babyage.com,2012,https://web.archive.org/web/20121214003300/http://www.babyage.com:80/
babyage.com,2013,https://web.archive.org/web/20131205092936/http://www.babyage.com/
babyage.com,2014,https://web.archive.org/web/20141231085953/http://www.babyage.com:80/
babyage.com,2015,https://web.archive.org/web/20150717082530/http://www.babyage.com:80/
babyhaven.com,2009,https://web.archive.org/web/20091203074123/http://www.babyhaven.com:80/
babyhaven.com,2010,https://web.archive.org/web/20100620110043/http://www.babyhaven.com:80/
babyhaven.com,2011,https://web.archive.org/web/20111207210345/http://www.babyhaven.com:80/
babyhaven.com,2012,https://web.archive.org/web/20121130053031/http://www.babyhaven.com:80/
babyhaven.com,2013,https://web.archive.org/web/20131207030033/http://www.babyhaven.com/
babyhaven.com,2014,https://web.archive.org/web/20141224165127/http://www.babyhaven.com/
babyhaven.com,2015,https://web.archive.org/web/20151228125325/http://www.babyhaven.com:80/
babyhaven.com,2016,https://web.archive.org/web/20161202185507/https://www.babyhaven.com/
babyhaven.com,2017,https://web.archive.org/web/20171212033718/https://www.babyhaven.com/
babyhaven.com,2018,https://web.archive.org/web/20180815195058/https://www.babyhaven.com/
babyhaven.com,2019,https://web.archive.org/web/20190722194634/https://www.babyhaven.com/
batteries.com,2009,https://web.archive.org/web/20091225111138/http://www.batteries.com/
batteries.com,2010,https://web.archive.org/web/20101115170123/http://www.batteries.com/
batteries.com,2011,https://web.archive.org/web/20111228174700/http://www.batteries.com:80/
batteries.com,2012,https://web.archive.org/web/20120915031152/http://www.batteries.com/
batteries.com,2013,https://web.archive.org/web/20131203201412/http://www.batteries.com/
batteries.com,2014,https://web.archive.org/web/20141229025329/http://www.batteries.com/
batteries.com,2015,https://web.archive.org/web/20151218092932/http://www.batteries.com/
batteries.com,2016,https://web.archive.org/web/20161229122622/https://www.batteries.com/
batteries.com,2017,https://web.archive.org/web/20171228061711/https://www.batteries.com/
batteries.com,2018,https://web.archive.org/web/20180831220149/https://www.batteries.com/
batteries.com,2019,https://web.archive.org/web/20191230220518/https://www.batteries.com/
batteries.com,2020,https://web.archive.org/web/20201209053240/http://www.batteries.com/
batteries.com,2021,https://web.archive.org/web/20211029124123/https://batteries.com/
batteries.com,2022,https://web.archive.org/web/20221124004042/https://batteries.com/
batteries.com,2023,https://web.archive.org/web/20230102170538/https://batteries.com/
batteries.com,2025,https://web.archive.org/web/20250123200401/http://batteries.com/
bedbathandbeyond.com,2009,https://web.archive.org/web/20090101190527/http://www.bedbathandbeyond.com:80/
bedbathandbeyond.com,2013,https://web.archive.org/web/20131231221332/http://www.bedbathandbeyond.com/
bedbathandbeyond.com,2014,https://web.archive.org/web/20141230120502/http://www.bedbathandbeyond.com:80/
bedbathandbeyond.com,2015,https://web.archive.org/web/20151228062933/http://www.bedbathandbeyond.com:80/
bedbathandbeyond.com,2016,https://web.archive.org/web/20161231213221/https://www.bedbathandbeyond.com/
bedbathandbeyond.com,2017,https://web.archive.org/web/20171230053514/https://www.bedbathandbeyond.com/
bedbathandbeyond.com,2018,https://web.archive.org/web/20181231230607/https://www.bedbathandbeyond.com/
bedbathandbeyond.com,2019,https://web.archive.org/web/20191231172616/https://www.bedbathandbeyond.com/
bedbathandbeyond.com,2020,https://web.archive.org/web/20201231104856/https://www.bedbathandbeyond.com/
bedbathandbeyond.com,2021,https://web.archive.org/web/20211231053723/https://www.bedbathandbeyond.com/
bedbathandbeyond.com,2022,https://web.archive.org/web/20221231193421/https://www.bedbathandbeyond.com/
bedbathandbeyond.com,2023,https://web.archive.org/web/20231231231424/https://www.bedbathandbeyond.com/
bedbathandbeyond.com,2024,https://web.archive.org/web/20241230214249/https://www.bedbathandbeyond.com/
bedbathandbeyond.com,2025,https://web.archive.org/web/20250503072927/https://www.bedbathandbeyond.com/
bedding.com,2009,https://web.archive.org/web/20091231025514/http://www.bedding.com:80/
bedding.com,2010,https://web.archive.org/web/20101217155708/http://www.bedding.com:80/
bedding.com,2011,https://web.archive.org/web/20111224053056/http://www.bedding.com:80/
bedding.com,2012,https://web.archive.org/web/20121216011125/http://www.bedding.com:80/
bedding.com,2013,https://web.archive.org/web/20131231070154/http://www.bedding.com/
bedding.com,2014,https://web.archive.org/web/20141230224003/http://www.bedding.com:80/
bedding.com,2015,https://web.archive.org/web/20151230061717/http://www.bedding.com:80/
bedding.com,2016,https://web.archive.org/web/20161220063532/http://www.bedding.com:80/
bedding.com,2017,https://web.archive.org/web/20170821111632/http://www.bedding.com:80/
bedding.com,2019,https://web.archive.org/web/20191216220423/http://www.bedding.com:80/
bedding.com,2020,https://web.archive.org/web/20201212023603/http://bedding.com/
bedding.com,2021,https://web.archive.org/web/20211216004735/http://bedding.com/
bedding.com,2022,https://web.archive.org/web/20220630043415/http://www.bedding.com/
bedding.com,2023,https://web.archive.org/web/20231218042442/http://bedding.com/
bedding.com,2024,https://web.archive.org/web/20240912160928/http://bedding.com/
belk.com,2009,https://web.archive.org/web/20090827223300/http://www.belk.com/
belk.com,2010,https://web.archive.org/web/20101231202030/http://www.belk.com/
belk.com,2011,https://web.archive.org/web/20111018001857/http://www.belk.com/
belk.com,2012,https://web.archive.org/web/20121231075850/http://www.belk.com/
belk.com,2013,https://web.archive.org/web/20131231171329/http://www.belk.com/
belk.com,2014,https://web.archive.org/web/20141227091655/https://www.belk.com/
belk.com,2015,https://web.archive.org/web/20151230070436/http://www.belk.com/
belk.com,2016,https://web.archive.org/web/20161231165301/http://www.belk.com/
belk.com,2017,https://web.archive.org/web/20171230115115/https://www.belk.com/
belk.com,2018,https://web.archive.org/web/20181231072239/https://www.belk.com/
belk.com,2019,https://web.archive.org/web/20191228124114/https://www.belk.com/
belk.com,2020,https://web.archive.org/web/20201231075025/https://www.belk.com/
belk.com,2021,https://web.archive.org/web/20211231060108/https://www.belk.com/
belk.com,2022,https://web.archive.org/web/20221231034946/https://www.belk.com/
belk.com,2023,https://web.archive.org/web/20231225195342/https://www.belk.com/
belk.com,2024,https://web.archive.org/web/20241122093816/https://www.belk.com/
belk.com,2025,https://web.archive.org/web/20250401170213/https://www.belk.com/
bidz.com,2009,https://web.archive.org/web/20091230225356/http://bidz.com/
bidz.com,2010,https://web.archive.org/web/20101231150926/http://www.bidz.com/
bidz.com,2011,https://web.archive.org/web/20111229060028/http://www.bidz.com:80/
bidz.com,2012,https://web.archive.org/web/20121229044418/http://www.bidz.com:80/
bidz.com,2013,https://web.archive.org/web/20131213044706/http://www.bidz.com/
bidz.com,2014,https://web.archive.org/web/20141003162137/http://www.bidz.com/
bidz.com,2015,https://web.archive.org/web/20151229053905/http://www.bidz.com:80/
bidz.com,2016,https://web.archive.org/web/20161229140816/http://www.bidz.com/
bidz.com,2017,https://web.archive.org/web/20171231213159/http://www.bidz.com/
bidz.com,2018,https://web.archive.org/web/20181231110621/https://www.bidz.com/
bidz.com,2019,https://web.archive.org/web/20190111113724/https://www.bidz.com/
bidz.com,2024,https://web.archive.org/web/20240419112405/https://www.bidz.com/
bigbadtoystore.com,2009,https://web.archive.org/web/20090106163219/http://bigbadtoystore.com/
bigbadtoystore.com,2017,https://web.archive.org/web/20171230041039/http://www.bigbadtoystore.com:80/
bigbadtoystore.com,2018,https://web.archive.org/web/20181229143850/https://www.bigbadtoystore.com/
bigbadtoystore.com,2019,https://web.archive.org/web/20191222053753/https://www.bigbadtoystore.com/
bigbadtoystore.com,2020,https://web.archive.org/web/20201229070850/https://www.bigbadtoystore.com/
bigbadtoystore.com,2021,https://web.archive.org/web/20211225180859/https://www.bigbadtoystore.com/
bigbadtoystore.com,2022,https://web.archive.org/web/20221226125025/https://www.bigbadtoystore.com/
bigbadtoystore.com,2023,https://web.archive.org/web/20231227015713/https://www.bigbadtoystore.com/
bigbadtoystore.com,2024,https://web.archive.org/web/20241227092359/https://www.bigbadtoystore.com/
bigbadtoystore.com,2025,https://web.archive.org/web/20250329181744/https://www.bigbadtoystore.com/
bikebandit.com,2009,https://web.archive.org/web/20091230050233/http://www.bikebandit.com:80/
bikebandit.com,2010,https://web.archive.org/web/20101223190125/http://www.bikebandit.com:80/
bikebandit.com,2011,https://web.archive.org/web/20111229204947/http://www.bikebandit.com:80/
bikebandit.com,2012,https://web.archive.org/web/20121228142147/http://www.bikebandit.com:80/
bikebandit.com,2013,https://web.archive.org/web/20131231220633/http://www.bikebandit.com/
bikebandit.com,2014,https://web.archive.org/web/20141231122908/http://www.bikebandit.com:80/
bikebandit.com,2015,https://web.archive.org/web/20151114231450/http://www.bikebandit.com/
bikebandit.com,2016,https://web.archive.org/web/20160825233314/http://www.bikebandit.com/
bikebandit.com,2017,https://web.archive.org/web/20170804034532/http://www.bikebandit.com/
bikebandit.com,2018,https://web.archive.org/web/20181228074625/https://www.bikebandit.com/
bikebandit.com,2019,https://web.archive.org/web/20191231024925/https://www.bikebandit.com/
bikebandit.com,2020,https://web.archive.org/web/20201210231913/https://www.bikebandit.com/
bikebandit.com,2021,https://web.archive.org/web/20211220112946/https://www.bikebandit.com/
bikebandit.com,2022,https://web.archive.org/web/20220601070913/https://www.bikebandit.com/
bikebandit.com,2023,https://web.archive.org/web/20230316190531/https://www.bikebandit.com/
blackanddecker.com,2009,https://web.archive.org/web/20090821155449/http://www.blackanddecker.com/
blackanddecker.com,2010,https://web.archive.org/web/20101225022354/http://www.blackanddecker.com:80/
blackanddecker.com,2011,https://web.archive.org/web/20111228234319/http://www.blackanddecker.com:80/
blackanddecker.com,2012,https://web.archive.org/web/20121226175752/http://www.blackanddecker.com/
blackanddecker.com,2013,https://web.archive.org/web/20131230075703/http://www.blackanddecker.com/
blackanddecker.com,2014,https://web.archive.org/web/20141219090828/http://www.blackanddecker.com:80/
blackanddecker.com,2015,https://web.archive.org/web/20151231120929/http://www.blackanddecker.com:80/
blackanddecker.com,2016,https://web.archive.org/web/20161229105057/http://www.blackanddecker.com/
blackanddecker.com,2017,https://web.archive.org/web/20171231214644/http://www.blackanddecker.com:80/
blackanddecker.com,2018,https://web.archive.org/web/20181221202019/https://www.blackanddecker.com/
blackanddecker.com,2019,https://web.archive.org/web/20191227224929/https://www.blackanddecker.com/
blackanddecker.com,2020,https://web.archive.org/web/20201225013008/https://www.blackanddecker.com/
blackanddecker.com,2021,https://web.archive.org/web/20211229015352/https://www.blackanddecker.com/
blackanddecker.com,2022,https://web.archive.org/web/20221225232816/https://www.blackanddecker.com/
blackanddecker.com,2023,https://web.archive.org/web/20231231005006/https://www.blackanddecker.com/
blackanddecker.com,2024,https://web.archive.org/web/20241230230407/https://www.blackanddecker.com/
blackanddecker.com,2025,https://web.archive.org/web/20250502135126/https://www.blackanddecker.com/
bloomnation.com,2010,https://web.archive.org/web/20101217055200/http://bloomnation.com:80/
bloomnation.com,2011,https://web.archive.org/web/20111211134140/http://www.bloomnation.com/
bloomnation.com,2012,https://web.archive.org/web/20121112081502/http://www.bloomnation.com/
bloomnation.com,2013,https://web.archive.org/web/20131231174458/http://www.bloomnation.com/
bloomnation.com,2014,https://web.archive.org/web/20141230222833/http://www.bloomnation.com:80/
bloomnation.com,2015,https://web.archive.org/web/20151226155335/http://www.bloomnation.com:80/
bloomnation.com,2016,https://web.archive.org/web/20161231233154/https://www.bloomnation.com/
bloomnation.com,2017,https://web.archive.org/web/20171223222300/http://www.bloomnation.com:80/
bloomnation.com,2018,https://web.archive.org/web/20181231195640/https://www.bloomnation.com/
bloomnation.com,2019,https://web.archive.org/web/20191219195349/https://www.bloomnation.com/
bloomnation.com,2020,https://web.archive.org/web/20201231040839/https://www.bloomnation.com/
bloomnation.com,2021,https://web.archive.org/web/20211231115105/https://www.bloomnation.com/
bloomnation.com,2022,https://web.archive.org/web/20221207080609/https://www.bloomnation.com/
bloomnation.com,2023,https://web.archive.org/web/20231215133333/https://www.bloomnation.com/
bloomnation.com,2024,https://web.archive.org/web/20241230091332/https://www.bloomnation.com/
bloomnation.com,2025,https://web.archive.org/web/20250223104213/https://www.bloomnation.com/
bluenile.com,2009,https://web.archive.org/web/20091231044147/http://www.bluenile.com:80/
bluenile.com,2010,https://web.archive.org/web/20101231223420/http://www.bluenile.com:80/
bluenile.com,2011,https://web.archive.org/web/20111230065529/http://www.bluenile.com:80/
bluenile.com,2012,https://web.archive.org/web/20121231003720/http://www.bluenile.com:80/
bluenile.com,2013,https://web.archive.org/web/20131231033227/http://www.bluenile.com/
bluenile.com,2014,https://web.archive.org/web/20141231111543/http://www.bluenile.com:80/
bluenile.com,2015,https://web.archive.org/web/20151231100711/http://www.bluenile.com:80/
bluenile.com,2016,https://web.archive.org/web/20161229045500/http://www.bluenile.com/
bluenile.com,2017,https://web.archive.org/web/20171227235258/https://www.bluenile.com/
bluenile.com,2018,https://web.archive.org/web/20181226050354/https://www.bluenile.com/
bluenile.com,2019,https://web.archive.org/web/20191231011509/https://www.bluenile.com/
bluenile.com,2020,https://web.archive.org/web/20201230045040/https://www.bluenile.com/
bluenile.com,2021,https://web.archive.org/web/20211231205314/https://www.bluenile.com/
bluenile.com,2022,https://web.archive.org/web/20221231064754/https://www.bluenile.com/
bluenile.com,2023,https://web.archive.org/web/20231230023806/https://www.bluenile.com/
bluenile.com,2024,https://web.archive.org/web/20241231210536/https://www.bluenile.com/
bluenile.com,2025,https://web.archive.org/web/20250503170236/https://www.bluenile.com/
bonton.com,2009,https://web.archive.org/web/20091227165109/http://www.bonton.com:80/
bonton.com,2010,https://web.archive.org/web/20101220152233/http://www.bonton.com:80/
bonton.com,2011,https://web.archive.org/web/20111227233527/http://www.bonton.com:80/
bonton.com,2012,https://web.archive.org/web/20120717103542/http://www.bonton.com/
bonton.com,2015,https://web.archive.org/web/20151230125701/http://www.bonton.com/
bonton.com,2016,https://web.archive.org/web/20161213125400/http://www.bonton.com/
bonton.com,2017,https://web.archive.org/web/20171231063105/https://www.bonton.com/
bonton.com,2018,https://web.archive.org/web/20181230020647/https://www.bonton.com/
bonton.com,2019,https://web.archive.org/web/20191214122832/https://www.bonton.com/
bonton.com,2020,https://web.archive.org/web/20201231140442/https://www.bonton.com/
bonton.com,2021,https://web.archive.org/web/20211207110852/https://bonton.com/
bonton.com,2022,https://web.archive.org/web/20221209122225/https://bonton.com/
bonton.com,2023,https://web.archive.org/web/20231210000834/https://bonton.com/
bonton.com,2024,https://web.archive.org/web/20241225095254/https://bonton.com/
bonton.com,2025,https://web.archive.org/web/20250426055037/https://bonton.com/
bootbay.com,2010,https://web.archive.org/web/20101229050954/http://www.bootbay.com/
bootbay.com,2011,https://web.archive.org/web/20111206115516/http://www.bootbay.com:80/
bootbay.com,2012,https://web.archive.org/web/20121218132458/http://www.bootbay.com:80/
bootbay.com,2013,https://web.archive.org/web/20131006193359/http://www.bootbay.com:80/
bootbay.com,2014,https://web.archive.org/web/20141226101359/http://www.bootbay.com/
bootbay.com,2015,https://web.archive.org/web/20151231190953/http://www.bootbay.com:80/
bootbay.com,2016,https://web.archive.org/web/20160708162110/https://www.bootbay.com/
bootbay.com,2017,https://web.archive.org/web/20171210105908/https://www.bootbay.com/
bootbay.com,2018,https://web.archive.org/web/20181209105334/https://www.bootbay.com/
bootbay.com,2019,https://web.archive.org/web/20191216075048/https://www.bootbay.com/
bootbay.com,2020,https://web.archive.org/web/20201208082514/https://www.bootbay.com/
bootbay.com,2021,https://web.archive.org/web/20211202170135/https://www.bootbay.com:443/
bootbay.com,2022,https://web.archive.org/web/20221203131052/https://www.bootbay.com:443/
bootbay.com,2023,https://web.archive.org/web/20230822062226/http://www.bootbay.com/
bostonproper.com,2009,https://web.archive.org/web/20091229232402/http://www.bostonproper.com:80/
bostonproper.com,2010,https://web.archive.org/web/20101224045611/https://www.bostonproper.com/
bostonproper.com,2011,https://web.archive.org/web/20111226194849/http://www.bostonproper.com:80/
bostonproper.com,2012,https://web.archive.org/web/20121222215434/http://www.bostonproper.com/
bostonproper.com,2013,https://web.archive.org/web/20130404180537/http://bostonproper.com/
bostonproper.com,2017,https://web.archive.org/web/20171114151030/https://www.bostonproper.com/
bostonproper.com,2018,https://web.archive.org/web/20181201020006/https://www.bostonproper.com/
bostonproper.com,2019,https://web.archive.org/web/20191217104709/https://www.bostonproper.com/
bostonproper.com,2020,https://web.archive.org/web/20201230045214/https://www.bostonproper.com/
bostonproper.com,2021,https://web.archive.org/web/20211224093904/https://www.bostonproper.com/
bostonproper.com,2022,https://web.archive.org/web/20221224205603/https://www.bostonproper.com/
bostonproper.com,2023,https://web.archive.org/web/20231231022409/https://www.bostonproper.com/
bostonproper.com,2024,https://web.archive.org/web/20241229114239/https://www.bostonproper.com/
bostonproper.com,2025,https://web.archive.org/web/20250503115343/https://www.bostonproper.com/
campmor.com,2009,https://web.archive.org/web/20091223183145/http://www.campmor.com:80/
campmor.com,2010,https://web.archive.org/web/20101230072009/http://www.campmor.com:80/
campmor.com,2011,https://web.archive.org/web/20111229122009/http://www.campmor.com:80/
campmor.com,2012,https://web.archive.org/web/20121212115107/http://www.campmor.com:80/
campmor.com,2013,https://web.archive.org/web/20131231143254/http://www.campmor.com/
campmor.com,2014,https://web.archive.org/web/20141231191508/http://www.campmor.com:80/
campmor.com,2015,https://web.archive.org/web/20151223080709/https://www.campmor.com/
campmor.com,2016,https://web.archive.org/web/20161226105828/https://www.campmor.com/
campmor.com,2017,https://web.archive.org/web/20171226222847/https://www.campmor.com/
campmor.com,2018,https://web.archive.org/web/20181218234347/https://www.campmor.com/
campmor.com,2019,https://web.archive.org/web/20191214101618/https://www.campmor.com/
campmor.com,2020,https://web.archive.org/web/20201224112716/https://www.campmor.com/
campmor.com,2021,https://web.archive.org/web/20211228045629/https://www.campmor.com/
campmor.com,2022,https://web.archive.org/web/20221217023456/https://www.campmor.com/
campmor.com,2023,https://web.archive.org/web/20231231023045/https://www.campmor.com/
campmor.com,2024,https://web.archive.org/web/20241226223531/https://www.campmor.com/
campmor.com,2025,https://web.archive.org/web/20250416141329/https://www.campmor.com/
childrensplace.com,2009,https://web.archive.org/web/20090824093347/http://www.childrensplace.com/
childrensplace.com,2010,https://web.archive.org/web/20100612205141/http://childrensplace.com/
childrensplace.com,2013,https://web.archive.org/web/20130524165409/http://childrensplace.com/
christmascentral.com,2009,https://web.archive.org/web/20091225101717/http://www.christmascentral.com:80/
christmascentral.com,2010,https://web.archive.org/web/20101228235436/http://www.christmascentral.com/
christmascentral.com,2011,https://web.archive.org/web/20111230233200/http://www.christmascentral.com:80/
christmascentral.com,2012,https://web.archive.org/web/20121230091547/http://www.christmascentral.com:80/
christmascentral.com,2013,https://web.archive.org/web/20131222015350/http://www.christmascentral.com:80/
christmascentral.com,2014,https://web.archive.org/web/20141231083325/http://www.christmascentral.com:80/
christmascentral.com,2015,https://web.archive.org/web/20151225063057/http://www.christmascentral.com/
christmascentral.com,2016,https://web.archive.org/web/20161229140903/http://www.christmascentral.com/
christmascentral.com,2017,https://web.archive.org/web/20171228022304/https://www.christmascentral.com/
christmascentral.com,2018,https://web.archive.org/web/20181231110753/https://www.christmascentral.com/
christmascentral.com,2019,https://web.archive.org/web/20191225211649/https://www.christmascentral.com/
christmascentral.com,2020,https://web.archive.org/web/20201228025021/https://www.christmascentral.com/
christmascentral.com,2021,https://web.archive.org/web/20211229013450/https://www.christmascentral.com/
christmascentral.com,2022,https://web.archive.org/web/20221207162239/https://www.christmascentral.com/
christmascentral.com,2023,https://web.archive.org/web/20231231033741/https://www.christmascentral.com/
christmascentral.com,2024,https://web.archive.org/web/20241213230939/https://www.christmascentral.com/
christmascentral.com,2025,https://web.archive.org/web/20250501165717/https://www.christmascentral.com/
claires.com,2009,https://web.archive.org/web/20091219135835/http://www.claires.com/
claires.com,2010,https://web.archive.org/web/20100922035353/http://claires.com/
claires.com,2011,https://web.archive.org/web/20110728083024/http://www.claires.com/
claires.com,2013,https://web.archive.org/web/20131230090927/http://www.claires.com/
claires.com,2014,https://web.archive.org/web/20140509180319/http://www.claires.com/
claires.com,2018,https://web.archive.org/web/20181014225021/https://www.claires.com/
claires.com,2019,https://web.archive.org/web/20191125115445/https://www.claires.com/
claires.com,2020,https://web.archive.org/web/20201231220527/https://www.claires.com/
claires.com,2021,https://web.archive.org/web/20211225075517/https://www.claires.com/
claires.com,2022,https://web.archive.org/web/20221219144225/https://www.claires.com/
claires.com,2023,https://web.archive.org/web/20231216132242/https://www.claires.com/
claires.com,2024,https://web.archive.org/web/20241227034009/https://www.claires.com/
claires.com,2025,https://web.archive.org/web/20250501023850/https://www.claires.com/
colehaan.com,2009,https://web.archive.org/web/20090113082545/http://www.colehaan.com:80/
